40	60	3102.9
40	61	3036.39
40	62	2969.87
40	63	2903.36
40	64	2836.84
40	65	2770.33
40	66	2703.81
40	67	2637.3
40	68	2570.78
40	69	2504.27
40	70	2437.75
40	71	2371.24
40	72	2304.72
40	73	2238.21
40	74	2171.69
40	75	2105.18
40	76	2038.66
40	77	1972.15
40	78	1905.63
40	79	1839.12
40	80	1772.6
40	81	1758.78
40	82	1744.96
40	83	1731.14
40	84	1717.32
40	85	1703.5
40	86	1689.68
40	87	1675.86
40	88	1662.04
40	89	1648.22
40	90	1634.4
40	91	1620.58
40	92	1606.76
40	93	1592.94
40	94	1579.12
40	95	1565.3
40	96	1551.48
40	97	1537.66
40	98	1523.84
40	99	1510.02
40	100	1496.2
40	101	1492.87
40	102	1489.53
40	103	1486.2
40	104	1482.87
40	105	1479.53
40	106	1476.2
40	107	1472.87
40	108	1469.53
40	109	1466.2
40	110	1462.87
40	111	1459.53
40	112	1456.2
40	113	1452.87
40	114	1449.53
40	115	1446.2
40	116	1442.87
40	117	1439.53
40	118	1436.2
40	119	1432.87
40	120	1429.53
40	121	1426.2
40	122	1422.87
40	123	1419.53
40	124	1416.2
40	125	1412.87
40	126	1409.53
40	127	1406.2
40	128	1402.87
40	129	1399.53
40	130	1396.2
40	131	1392.87
40	132	1389.53
40	133	1386.2
40	134	1382.87
40	135	1379.53
40	136	1376.2
40	137	1372.87
40	138	1369.53
40	139	1366.2
40	140	1362.87
40	141	1359.53
40	142	1356.2
40	143	1352.87
40	144	1349.53
40	145	1346.2
40	146	1342.87
40	147	1339.53
40	148	1336.2
40	149	1332.87
40	150	1329.53
40	151	1326.2
40	152	1322.87
40	153	1319.53
40	154	1316.2
40	155	1312.87
40	156	1309.53
40	157	1306.2
40	158	1302.87
40	159	1299.53
40	160	1296.2
42	60	3078.75
42	61	3012.23
42	62	2945.72
42	63	2879.2
42	64	2812.69
42	65	2746.17
42	66	2679.66
42	67	2613.14
42	68	2546.63
42	69	2480.11
42	70	2413.6
42	71	2347.08
42	72	2280.57
42	73	2214.05
42	74	2147.54
42	75	2081.02
42	76	2014.51
42	77	1947.99
42	78	1881.48
42	79	1814.96
42	80	1762.6
42	81	1745.62
42	82	1731.8
42	83	1717.98
42	84	1704.16
42	85	1690.34
42	86	1676.52
42	87	1662.7
42	88	1648.88
42	89	1635.06
42	90	1621.24
42	91	1607.42
42	92	1593.6
42	93	1579.78
42	94	1565.96
42	95	1552.14
42	96	1538.32
42	97	1524.5
42	98	1510.68
42	99	1496.86
42	100	1483.04
42	101	1479.71
42	102	1476.37
42	103	1473.04
42	104	1469.71
42	105	1466.37
42	106	1463.04
42	107	1459.71
42	108	1456.37
42	109	1453.04
42	110	1449.71
42	111	1446.37
42	112	1443.04
42	113	1439.71
42	114	1436.37
42	115	1433.04
42	116	1429.71
42	117	1426.37
42	118	1423.04
42	119	1419.71
42	120	1416.37
42	121	1413.04
42	122	1409.71
42	123	1406.37
42	124	1403.04
42	125	1399.71
42	126	1396.37
42	127	1393.04
42	128	1389.71
42	129	1386.37
42	130	1383.04
42	131	1379.71
42	132	1376.37
42	133	1373.04
42	134	1369.71
42	135	1366.37
42	136	1363.04
42	137	1359.71
42	138	1356.37
42	139	1353.04
42	140	1349.71
42	141	1346.37
42	142	1343.04
42	143	1339.71
42	144	1336.37
42	145	1333.04
42	146	1329.71
42	147	1326.37
42	148	1323.04
42	149	1319.71
42	150	1316.37
42	151	1313.04
42	152	1309.71
42	153	1306.37
42	154	1303.04
42	155	1299.71
42	156	1296.37
42	157	1293.04
42	158	1291.37
42	159	1289.71
42	160	1288.04
44	60	3054.59
44	61	2988.08
44	62	2921.56
44	63	2855.05
44	64	2788.53
44	65	2722.02
44	66	2655.5
44	67	2588.99
44	68	2522.47
44	69	2455.96
44	70	2389.44
44	71	2322.93
44	72	2256.41
44	73	2189.9
44	74	2123.38
44	75	2056.87
44	76	1990.35
44	77	1923.84
44	78	1857.32
44	79	1804.95
44	80	1752.59
44	81	1735.62
44	82	1718.64
44	83	1704.82
44	84	1691.0
44	85	1677.18
44	86	1663.36
44	87	1649.54
44	88	1635.72
44	89	1621.9
44	90	1608.08
44	91	1594.26
44	92	1580.44
44	93	1566.62
44	94	1552.8
44	95	1538.98
44	96	1525.16
44	97	1511.34
44	98	1497.52
44	99	1483.7
44	100	1469.88
44	101	1466.55
44	102	1463.21
44	103	1459.88
44	104	1456.55
44	105	1453.21
44	106	1449.88
44	107	1446.55
44	108	1443.21
44	109	1439.88
44	110	1436.55
44	111	1433.21
44	112	1429.88
44	113	1426.55
44	114	1423.21
44	115	1419.88
44	116	1416.55
44	117	1413.21
44	118	1409.88
44	119	1406.55
44	120	1403.21
44	121	1399.88
44	122	1396.55
44	123	1393.21
44	124	1389.88
44	125	1386.55
44	126	1383.21
44	127	1379.88
44	128	1376.55
44	129	1373.21
44	130	1369.88
44	131	1366.55
44	132	1363.21
44	133	1359.88
44	134	1356.55
44	135	1353.21
44	136	1349.88
44	137	1346.55
44	138	1343.21
44	139	1339.88
44	140	1336.55
44	141	1333.21
44	142	1329.88
44	143	1326.55
44	144	1323.21
44	145	1319.88
44	146	1316.55
44	147	1313.21
44	148	1309.88
44	149	1306.55
44	150	1303.21
44	151	1299.88
44	152	1296.55
44	153	1293.21
44	154	1289.88
44	155	1288.21
44	156	1286.55
44	157	1284.88
44	158	1283.21
44	159	1281.55
44	160	1279.88
46	60	3030.44
46	61	2963.92
46	62	2897.41
46	63	2830.89
46	64	2764.38
46	65	2697.86
46	66	2631.35
46	67	2564.83
